loc,cyclomatic_complexity,num_statements,num_returns,num_assigns,num_calls,num_if,num_for,num_while,max_nesting_depth,constant_ratio,string_ratio,comment_ratio,decorator_count,has_fastapi_decorator,name_flag,path_util_signal,path_core_signal,uses_request,uses_response,uses_depends,identifier,id,label,type,pagerank,betweenness,fan_in,fan_out,num_called_unique
3,1.0,3,0,2,0,0,0,0,4,0.16666666666666666,0.16666666666666666,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:APIKeyIn:348::APIKeyIn,code:fastapi/openapi/models.py:APIKeyIn:348,APIKeyIn,Class,0.0027645764221768824,0.0,0,0,0
5,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:BaseModelWithConfig:57::BaseModelWithConfig,code:fastapi/openapi/models.py:BaseModelWithConfig:57,BaseModelWithConfig,Class,0.0027645764221768824,0.0,0,0,0
11,1.0,10,0,0,0,0,0,0,11,0.036290322580645164,0.0,0.09090909090909091,0,0,0,1,0,0.0,1.0,0.0,code:fastapi/openapi/models.py:Components:414::Components,code:fastapi/openapi/models.py:Components:414,Components,Class,0.0027645764221768824,0.0,0,0,0
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:Config:232::Config,code:fastapi/openapi/models.py:Config:232,Config,Class,0.0027645764221768824,0.0,0,0,0
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:Config:63::Config,code:fastapi/openapi/models.py:Config:63,Config,Class,0.0027645764221768824,0.0,0,0,0
3,1.0,3,0,0,0,0,0,0,5,0.08333333333333333,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:Contact:67::Contact,code:fastapi/openapi/models.py:Contact:67,Contact,Class,0.0027645764221768824,0.0,0,0,0
2,1.0,2,0,0,0,0,0,0,4,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:Discriminator:105::Discriminator,code:fastapi/openapi/models.py:Discriminator:105,Discriminator,Class,0.0027645764221768824,0.0,0,0,0
27,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:EmailStr:23::EmailStr,code:fastapi/openapi/models.py:EmailStr:23,EmailStr,Class,0.0027645764221768824,0.0,0,0,0
5,1.0,5,0,0,0,0,0,0,9,0.0847457627118644,0.01694915254237288,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:Encoding:243::Encoding,code:fastapi/openapi/models.py:Encoding:243,Encoding,Class,0.0027645764221768824,0.0,0,0,0
9,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:Example:221::Example,code:fastapi/openapi/models.py:Example:221,Example,Class,0.0027645764221768824,0.0,0,0,0
2,1.0,2,0,0,0,0,0,0,5,0.07142857142857142,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:ExternalDocumentation:118::ExternalDocumentation,code:fastapi/openapi/models.py:ExternalDocumentation:118,ExternalDocumentation,Class,0.0027645764221768824,0.0,0,0,0
2,1.0,2,0,0,1,0,0,0,7,0.05263157894736842,0.05263157894736842,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:HTTPBase:360::HTTPBase,code:fastapi/openapi/models.py:HTTPBase:360,HTTPBase,Class,0.0027645764221768824,0.0,0,0,1
2,1.0,2,0,0,0,0,0,0,5,0.15384615384615385,0.15384615384615385,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:HTTPBearer:365::HTTPBearer,code:fastapi/openapi/models.py:HTTPBearer:365,HTTPBearer,Class,0.0027645764221768824,0.0,0,0,0
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:Header:278::Header,code:fastapi/openapi/models.py:Header:278,Header,Class,0.0027645764221768824,0.0,0,0,0
7,1.0,7,0,0,0,0,0,0,5,0.0847457627118644,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:Info:79::Info,code:fastapi/openapi/models.py:Info:79,Info,Class,0.0027645764221768824,0.0,0,0,0
3,1.0,3,0,0,0,0,0,0,5,0.05263157894736842,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:License:73::License,code:fastapi/openapi/models.py:License:73,License,Class,0.0027645764221768824,0.0,0,0,0
6,1.0,6,0,0,0,0,0,0,9,0.0641025641025641,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:Link:288::Link,code:fastapi/openapi/models.py:Link:288,Link,Class,0.0027645764221768824,0.0,0,0,0
4,1.0,4,0,0,1,0,0,0,9,0.0625,0.015625,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:MediaType:251::MediaType,code:fastapi/openapi/models.py:MediaType:251,MediaType,Class,0.0027645764221768824,0.0,0,0,1
2,1.0,2,0,0,1,0,0,0,7,0.05263157894736842,0.05263157894736842,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:OAuth2:399::OAuth2,code:fastapi/openapi/models.py:OAuth2:399,OAuth2,Class,0.0027645764221768824,0.0,0,0,1
2,1.0,2,0,0,0,0,0,0,5,0.07142857142857142,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:OAuthFlow:370::OAuthFlow,code:fastapi/openapi/models.py:OAuthFlow:370,OAuthFlow,Class,0.0027645764221768824,0.0,0,0,0
2,1.0,2,0,0,0,0,0,0,4,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:OAuthFlowAuthorizationCode:387::OAuthFlowAuthorizationCode,code:fastapi/openapi/models.py:OAuthFlowAuthorizationCode:387,OAuthFlowAuthorizationCode,Class,0.0027645764221768824,0.0,0,0,0
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:OAuthFlowClientCredentials:383::OAuthFlowClientCredentials,code:fastapi/openapi/models.py:OAuthFlowClientCredentials:383,OAuthFlowClientCredentials,Class,0.0027645764221768824,0.0,0,0,0
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:OAuthFlowImplicit:375::OAuthFlowImplicit,code:fastapi/openapi/models.py:OAuthFlowImplicit:375,OAuthFlowImplicit,Class,0.0027645764221768824,0.0,0,0,0
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:OAuthFlowPassword:379::OAuthFlowPassword,code:fastapi/openapi/models.py:OAuthFlowPassword:379,OAuthFlowPassword,Class,0.0027645764221768824,0.0,0,0,0
4,1.0,4,0,0,0,0,0,0,5,0.08823529411764706,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:OAuthFlows:392::OAuthFlows,code:fastapi/openapi/models.py:OAuthFlows:392,OAuthFlows,Class,0.0027645764221768824,0.0,0,0,0
11,1.0,10,0,0,0,0,0,0,9,0.05,0.0,0.09090909090909091,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:OpenAPI:434::OpenAPI,code:fastapi/openapi/models.py:OpenAPI:434,OpenAPI,Class,0.0027645764221768824,0.0,0,0,0
4,1.0,2,0,0,1,0,0,0,7,0.05263157894736842,0.05263157894736842,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:OpenIdConnect:404::OpenIdConnect,code:fastapi/openapi/models.py:OpenIdConnect:404,OpenIdConnect,Class,0.0027645764221768824,0.0,0,0,1
13,1.0,12,0,0,0,0,0,0,11,0.06217616580310881,0.0051813471502590676,0.07692307692307693,0,0,0,1,0,0.0,1.0,0.0,code:fastapi/openapi/models.py:Operation:304::Operation,code:fastapi/openapi/models.py:Operation:304,Operation,Class,0.0027645764221768824,0.0,0,0,0
2,1.0,2,0,0,0,0,0,0,4,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:Parameter:273::Parameter,code:fastapi/openapi/models.py:Parameter:273,Parameter,Class,0.0027645764221768824,0.0,0,0,0
12,1.0,10,0,0,1,0,0,0,9,0.08064516129032258,0.008064516129032258,0.16666666666666666,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:ParameterBase:258::ParameterBase,code:fastapi/openapi/models.py:ParameterBase:258,ParameterBase,Class,0.0027645764221768824,0.0,0,0,1
4,1.0,4,0,3,0,0,0,0,4,0.1875,0.1875,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:ParameterInType:236::ParameterInType,code:fastapi/openapi/models.py:ParameterInType:236,ParameterInType,Class,0.0027645764221768824,0.0,0,0,0
13,1.0,13,0,0,1,0,0,0,6,0.09701492537313433,0.007462686567164179,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:PathItem:320::PathItem,code:fastapi/openapi/models.py:PathItem:320,PathItem,Class,0.0027645764221768824,0.0,0,0,1
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:Reference:101::Reference,code:fastapi/openapi/models.py:Reference:101,Reference,Class,0.0027645764221768824,0.0,0,0,0
3,1.0,3,0,0,0,0,0,0,6,0.037037037037037035,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:RequestBody:282::RequestBody,code:fastapi/openapi/models.py:RequestBody:282,RequestBody,Class,0.0027645764221768824,0.0,0,0,0
4,1.0,4,0,0,0,0,0,0,9,0.03773584905660377,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,code:fastapi/openapi/models.py:Response:297::Response,code:fastapi/openapi/models.py:Response:297,Response,Class,0.0027645764221768824,0.0,0,0,0
84,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/openapi/models.py:Schema:129::Schema,code:fastapi/openapi/models.py:Schema:129,Schema,Class,0.0027645764221768824,0.0,0,0,0
2,1.0,2,0,0,1,0,0,0,5,0.07142857142857142,0.07142857142857142,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:SecurityBase:343::SecurityBase,code:fastapi/openapi/models.py:SecurityBase:343,SecurityBase,Class,0.0027645764221768824,0.0,0,0,1
4,1.0,4,0,3,0,0,0,0,4,0.1875,0.1875,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:SecuritySchemeType:336::SecuritySchemeType,code:fastapi/openapi/models.py:SecuritySchemeType:336,SecuritySchemeType,Class,0.0027645764221768824,0.0,0,0,0
3,1.0,3,0,0,0,0,0,0,6,0.037037037037037035,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:Server:95::Server,code:fastapi/openapi/models.py:Server:95,Server,Class,0.0027645764221768824,0.0,0,0,0
